Combined_ID,Year,How.happy.do.you.feel.right.now.,How.satisfied.are.you.with.your.life.in.general.,How.satisfied.are.you.with.Somerville.as.a.place.to.live.,In.general..how.similar.are.you.to.other.people.you.know._2011,When.making.decisions..are.you.more.likely.to.seek.advice.or.decide.for.yourself._2011.,How.satisfied.are.you.with.your.neighborhood.,How.proud.are.you.to.be.a.Somerville.resident._2015,How.would.you.rate.the.following..The.availability.of.information.about.city.services._2015,The.availability.of.affordable.housing_2011,How.would.you.rate.the.following..The.cost.of.housing.,How.would.you.rate.the.following..The.overall.quality.of.public.schools.in.your.community._2011,How.would.you.rate.the.following..The.overall.quality.of.public.schools.,How.would.you.rate.the.following..The.beauty.or.physical.setting_2011,How.would.you.rate.the.following..The.beauty.or.physical.setting.of.Somerville_2013,How.would.you.rate.the.following..The.effectiveness.of.the.local.police_2011_2013,How.would.you.rate.the.following..Your.trust.in.the.local.police_2015,How.would.you.rate.the.following..The.maintenance.of.streets..sidewalks..and..squares_2013,How.would.you.rate.the.following..The.maintenance.of.streets.and.sidewalks_2015,How.would.you.rate.the.following..The.availability.of.social.community.events,How.safe.do.you.feel.walking.in.your.neighborhood.at.night_2013,How.safe.do.you.feel.walking.in.your.community.at.night._2015,How.satisfied.are.you.with.the.beauty.or.physical.setting.of.your.neighborhood.,How.satisfied.are.you.with.the.appearance.of.parks.in.your.neighborhood._2013,How.satisfied.are.you.with.the.appearance.of.parks.and.squares.in.your.neighborhood.,What.is.your.sex.,What.is.your.gender._2011,Age.,Marital.status._2011,What.language..other.than.English..do.you.speak.at.home._2015,What.is.your.race_2011_2013,Are.you.of.Hispanic..Latino..or.Spanish.origin._2013,What.is.your.race.or.ethnicity._2015,Do.you.have.children.age.18.or.younger.who.live.with.you.,Describe.your.housing.status.in.Somerville.,Do.you.plan.to.move.away.from.Somerville.in.the.next.two.years.,How.long.have.you.lived.here.,What.is.your.annual.household.income.,What.neighborhood.do.you.live.in.,Are.you.a.student.,Ward,Precinct
4239,2011,5,4,4,4,4,NA,NA,NA,3,NA,r,NA,2,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,R,NA,NA,NA,NA
4240,2011,7,8,9,8,4,NA,NA,NA,3,NA,R,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"20,000 - $29,999",NA,NA,NA,NA
4241,2011,9,9.5,7,4,6,NA,NA,NA,3,NA,2,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"80,000 - $89,999",NA,NA,NA,NA
4242,2011,9,9.5,9,6,6,NA,NA,NA,4,NA,R,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"80,000 - $89,999",NA,NA,NA,NA
4243,2011,8,8.5,9,4,9,NA,NA,NA,4,NA,R,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,6-11 Years,R,NA,NA,NA,NA
4244,2011,8,8.5,8,9,4,NA,NA,NA,R,NA,3,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Widowed,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,R,NA,NA,NA,NA
4245,2011,6.5,6.5,7,7.5,7.5,NA,NA,NA,3,NA,2,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
4246,2011,9,8,9,8,5,NA,NA,NA,4,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"40,000 - $49,999",NA,NA,NA,NA
4247,2011,8,5,8,5,8,NA,NA,NA,3,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"90,000 - $99,999",NA,NA,NA,NA
4248,2011,7,7,7,7,7.5,NA,NA,NA,3,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Divorced,NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,0-5 Years,"90,000 - $99,999",NA,NA,NA,NA
4249,2011,8,10,9,8,9,NA,NA,NA,5,NA,5,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,Married,NA,Hispanic,NA,NA,NA,NA,NA,18+,"30,000 - $39,999",NA,NA,NA,NA
4250,2011,9,9,8,9,8,NA,NA,NA,3,NA,4,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,"White, Hispanic Origin",NA,NA,NA,NA,NA,18+,"60,000 - $69,999",NA,NA,NA,NA
4251,2011,6,4,R,4,6,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,NA,NA
4252,2011,9,10,9,6,8,NA,NA,NA,3,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"100,000 and up",NA,NA,NA,NA
4253,2011,8,7,9,3,8,NA,NA,NA,2,NA,2,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
4254,2011,9,9,8,8,4,NA,NA,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,Married,NA,"White, Hispanic Origin",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
4255,2011,5,5,8,5,8,NA,NA,NA,2,NA,4,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Widowed,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"30,000 - $39,999",NA,NA,NA,NA
4256,2011,5,5,7,3,9,NA,NA,NA,2,NA,2,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"100,000 and up",NA,NA,NA,NA
4257,2011,10,9,9,7,4,NA,NA,NA,3,NA,3,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"80,000 - $89,999",NA,NA,NA,NA
4258,2011,10,10,10,10,10,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,51-60,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"10,000 - $19,999",NA,NA,NA,NA
4259,2011,7,8,7,8,9,NA,NA,NA,1,NA,3,NA,3,NA,3f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
4260,2011,7,6,8.5,8,3,NA,NA,NA,4,NA,R,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"40,000 - $49,999",NA,NA,NA,NA
4261,2011,8,8,9.5,7,8,NA,NA,NA,1,NA,3,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"10,000 - $19,999",NA,NA,NA,NA
4262,2011,8,8,R,6,6,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,NA,NA
4263,2011,6,6,6,6,6,NA,NA,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,R,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"60,000 - $69,999",NA,NA,NA,NA
4264,2011,7,9,9,7,10,NA,NA,NA,2,NA,1,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,Hispanic,NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
4265,2011,6,7,4,5,3,NA,NA,NA,3,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
4266,2011,6,8,8,7,2,NA,NA,NA,2,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,R,NA,NA,NA,NA
4267,2011,10,10,10,10,1,NA,NA,NA,3,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transgender,61+,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"10,000 - $19,999",NA,NA,NA,NA
4268,2011,9,9,10,5,6,NA,NA,NA,4,NA,R,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,22-25,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"20,000 - $29,999",NA,NA,NA,NA
4269,2011,R,R,10,R,R,NA,NA,NA,1,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,41-50,Married,NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,6-11 Years,"10,000 - $19,999",NA,NA,NA,NA
4270,2011,7,7,2,7,6,NA,NA,NA,1,NA,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,R,R,NA,African-American,NA,NA,NA,NA,NA,12-17 Years,R,NA,NA,NA,NA
4271,2011,6,7,7,6,5,NA,NA,NA,R,NA,R,NA,3,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,NA,NA
4272,2011,8,9,R,4,9,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,NA,NA
4273,2011,9,9,9,9,9,NA,NA,NA,3,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,51-60,Married,NA,African-American,NA,NA,NA,NA,NA,12-17 Years,"90,000 - $99,999",NA,NA,NA,NA
4274,2011,7,8,R,8,5,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,NA,NA
4275,2011,7,7,R,8,10,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,NA,NA
4276,2011,7,7,8,4,9,NA,NA,NA,3,NA,R,NA,3.5,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"20,000 - $29,999",NA,NA,NA,NA
4277,2011,9,9,7,7,9,NA,NA,NA,3,NA,3,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,R,Married,NA,Native American,NA,NA,NA,NA,NA,18+,"60,000 - $69,999",NA,NA,NA,NA
4278,2011,8,8,10,7,3,NA,NA,NA,5,NA,R,NA,5,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
4279,2011,10,10,9,6,9,NA,NA,NA,R,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
4280,2011,9,8,7,9,9,NA,NA,NA,2,NA,4,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"50,000 - $59,999",NA,NA,NA,NA
4281,2011,7,5,4,8,6,NA,NA,NA,3,NA,3,NA,3,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"70,000 - $79,999",NA,NA,NA,NA
4282,2011,8,7,9,6,6,NA,NA,NA,1,NA,3,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
4283,2011,8,8,7,7,10,NA,NA,NA,2,NA,2,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
4284,2011,7,6,7,6,6,NA,NA,NA,4,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,African-American,NA,NA,NA,NA,NA,12-17 Years,"Less than $10,000",NA,NA,NA,NA
4285,2011,5,3,9,7,6,NA,NA,NA,2,NA,4,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"10,000 - $19,999",NA,NA,NA,NA
4286,2011,9,9,8,6,6,NA,NA,NA,3,NA,2,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
4287,2011,9,9,8,7,3,NA,NA,NA,2,NA,4,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,R,"50,000 - $59,999",NA,NA,NA,NA
4288,2011,8,8,10,9,9,NA,NA,NA,3,NA,4,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"Less than $10,000",NA,NA,NA,NA
4289,2011,7,6,6,4,9,NA,NA,NA,2,NA,2,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,41-50,Married,NA,R,NA,NA,NA,NA,NA,6-11 Years,"90,000 - $99,999",NA,NA,NA,NA
4290,2011,8,8,7,7,7,NA,NA,NA,2,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,22-25,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"80,000 - $89,999",NA,NA,NA,NA
4291,2011,7,7,7,4,9,NA,NA,NA,4,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"70,000 - $79,999",NA,NA,NA,NA
4292,2011,8,9,9,8,3,NA,NA,NA,2,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"90,000 - $99,999",NA,NA,NA,NA
4293,2011,8,8,7,6,9,NA,NA,NA,2,NA,R,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Divorced,NA,"White, Hispanic Origin",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
4294,2011,8,8,8,6,6,NA,NA,NA,2,NA,2,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
4295,2011,6,6,8,8,9,NA,NA,NA,4,NA,4,NA,3.5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"30,000 - $39,999",NA,NA,NA,NA
4296,2011,8,8,6,8,8,NA,NA,NA,1,NA,1,NA,2.5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
4297,2011,6,6,7,6,6,NA,NA,NA,3,NA,3,NA,2.5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,41-50,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
4298,2011,10,10,8,10,10,NA,NA,NA,1,NA,5,NA,3.5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"40,000 - $49,999",NA,NA,NA,NA
4299,2011,6,7,8,2,3,NA,NA,NA,3,NA,R,NA,3.5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"90,000 - $99,999",NA,NA,NA,NA
4300,2011,8,8,7,7,3,NA,NA,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
4301,2011,4,7,4,6,8,NA,NA,NA,3,NA,R,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"40,000 - $49,999",NA,NA,NA,NA
4302,2011,1,1,5,1,10,NA,NA,NA,5,NA,1,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,22-25,"Single, Never Married",NA,African-American,NA,NA,NA,NA,NA,0-5 Years,"Less than $10,000",NA,NA,NA,NA
4303,2011,5.5,5,8,7,9,NA,NA,NA,3,NA,R,NA,3,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"80,000 - $89,999",NA,NA,NA,NA
4304,2011,10,8,10,9,9,NA,NA,NA,3,NA,5,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Married,NA,Native American,NA,NA,NA,NA,NA,12-17 Years,"40,000 - $49,999",NA,NA,NA,NA
4305,2011,7,7,5,6,5,NA,NA,NA,3,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,NA,NA
4306,2011,8,6,10,110,6,NA,NA,NA,1,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"30,000 - $39,999",NA,NA,NA,NA
4307,2011,8,8,7,8,5,NA,NA,NA,3,NA,R,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"40,000 - $49,999",NA,NA,NA,NA
4308,2011,6,6,7,5,7,NA,NA,NA,1,NA,R,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"90,000 - $99,999",NA,NA,NA,NA
4309,2011,5,5,5,5,5,NA,NA,NA,2,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"80,000 - $89,999",NA,NA,NA,NA
4310,2011,8,7,7,7,4,NA,NA,NA,2,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"90,000 - $99,999",NA,NA,NA,NA
4311,2011,8,7,8,6,5,NA,NA,NA,4,NA,R,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"30,000 - $39,999",NA,NA,NA,NA
4312,2011,9,8,6,8,6,NA,NA,NA,2,NA,3,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,22-25,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,R,NA,NA,NA,NA
4313,2011,R,R,R,R,R,NA,NA,NA,R,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"30,000 - $39,999",NA,NA,NA,NA
4314,2011,6,7,9,8,8,NA,NA,NA,4,NA,R,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,R,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
4315,2011,9,7,10,10,9,NA,NA,NA,1,NA,R,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"60,000 - $69,999",NA,NA,NA,NA
4316,2011,6,8,1,10,10,NA,NA,NA,2,NA,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Widowed,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"Less than $10,000",NA,NA,NA,NA
4317,2011,6,5,7,4,8,NA,NA,NA,2,NA,3,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"40,000 - $49,999",NA,NA,NA,NA
4318,2011,9,8,10,8,8,NA,NA,NA,3,NA,R,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"50,000 - $59,999",NA,NA,NA,NA
4319,2011,7,8,6,4,7,NA,NA,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"80,000 - $89,999",NA,NA,NA,NA
4320,2011,9,9,8,6,10,NA,NA,NA,3,NA,1,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
4321,2011,9,8,7,6,3,NA,NA,NA,5,NA,R,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,22-25,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"40,000 - $49,999",NA,NA,NA,NA
4322,2011,8,8,7,7,6,NA,NA,NA,4,NA,R,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"80,000 - $89,999",NA,NA,NA,NA
4323,2011,7,6,3,6,10,NA,NA,NA,1,NA,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Divorced,NA,African-American,NA,NA,NA,NA,NA,6-11 Years,"40,000 - $49,999",NA,NA,NA,NA
4324,2011,8,8,6,8,8,NA,NA,NA,2,NA,2,NA,3,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"70,000 - $79,999",NA,NA,NA,NA
4325,2011,7,7,6,8,8,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,41-50,"Single, Never Married",NA,Hispanic,NA,NA,NA,NA,NA,R,"100,000 and up",NA,NA,NA,NA
4326,2011,7,7,8,7,8,NA,NA,NA,2,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"60,000 - $69,999",NA,NA,NA,NA
4327,2011,7,6,7,4,10,NA,NA,NA,2,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"Less than $10,000",NA,NA,NA,NA
4328,2011,7,8,8,9,7,NA,NA,NA,3,NA,2,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
4329,2011,8,8,9,8,9,NA,NA,NA,4,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"80,000 - $89,999",NA,NA,NA,NA
4330,2011,5,4,6,4,3,NA,NA,NA,2,NA,R,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"100,000 and up",NA,NA,NA,NA
4331,2011,8,10,9,5,3,NA,NA,NA,3,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"Less than $10,000",NA,NA,NA,NA
